token_id	speaker	tu_id	span	form	type	jefferson_feats	align	prolongations	pace	guesses	overlaps
0-0	PKP136	0	°sto°	sto	linguistic	Volume=Low	Begin=0.0	_	_	_	_
0-1	PKP136	0	okay	okay	linguistic	_	_	_	_	_	_
0-2	PKP136	0	è	è	linguistic	_	_	_	_	_	_
0-3	PKP136	0	partito	partito	linguistic	_	_	_	_	_	_
0-4	PKP136	0	lo	lo	linguistic	_	_	_	_	_	_
0-5	PKP136	0	metto	metto	linguistic	_	_	_	_	_	_
0-6	PKP136	0	qua	qua	linguistic	_	End=3.6	_	_	_	_
1-0	PKP137	1	okay	okay	linguistic	_	Begin=3.88|End=5.087	_	_	_	_
2-0	PKP136	2	(n)on	non	linguistic	_	Begin=5.42	_	_	0-1(0)	_
2-1	PKP136	2	diamo	diamo	linguistic	_	_	_	_	_	_
2-2	PKP136	2	colpi	colpi	linguistic	_	_	_	_	_	_
2-3	PKP136	2	al	al	linguistic	_	_	_	_	_	_
2-4	PKP136	2	tavolo	tavolo	linguistic	_	_	_	_	_	_
2-5	PKP136	2	così	così	linguistic	_	_	_	_	_	_
2-6	PKP136	2	[non	non	linguistic	_	_	_	_	_	0-3(0)
2-7	PKP136	2	si	si	linguistic	_	_	_	_	_	0-2(0)
2-8	PKP136	2	xx]	x	unknown	_	End=7.848	_	_	_	0-2(0)
3-0	PKP137	3	[va	va	linguistic	_	Begin=7.24	_	_	_	0-2(0)
3-1	PKP137	3	bene]	bene	linguistic	_	End=8.216	_	_	_	0-4(0)
4-0	PKP136	4	buon	buon	linguistic	_	Begin=8.71	_	_	_	_
4-1	PKP136	4	appetito	appetito	linguistic	_	End=9.53	_	_	_	_
5-0	PKP138	5	[buon	buon	linguistic	_	Begin=9.52	_	_	_	0-4(?)
5-1	PKP138	5	appetito]	appetito	linguistic	_	End=10.469	_	_	_	0-8(?)
6-0	PKP137	6	[buon	buon	linguistic	_	Begin=9.54	_	_	_	0-4(2)
6-1	PKP137	6	appetito]	appetito	linguistic	_	_	_	_	_	0-8(2)
6-2	PKP137	6	((tossisce))	((tossisce))	nonverbalbehavior	_	End=10.489	_	_	_	_
7-0	PKP136	7	(o)kay	okay	linguistic	_	Begin=11.61	_	_	0-1(0)	_
7-1	PKP136	7	(.)	[PAUSE]	shortpause	_	_	_	_	_	_
7-2	PKP136	7	ma'	ma'	linguistic	Truncated=Yes	_	_	_	_	_
7-3	PKP136	7	hai	hai	linguistic	_	_	_	_	_	_
7-4	PKP136	7	fatto	fatto	linguistic	_	_	_	_	_	_
7-5	PKP136	7	un	un	linguistic	_	_	_	_	_	_
7-6	PKP136	7	piattone	piattone	linguistic	_	End=14.149	_	_	_	_
8-0	PKP137	8	eh	eh	linguistic	_	Begin=14.22	_	_	_	_
8-1	PKP137	8	mangiane	mangiane	linguistic	_	_	_	_	_	_
8-2	PKP137	8	meno	meno	linguistic	_	_	_	_	_	_
8-3	PKP137	8	vedi	vedi	linguistic	_	_	_	_	_	_
8-4	PKP137	8	c'	c'	linguistic	SpaceAfter=No	_	_	_	_	_
8-5	PKP137	8	è	è	linguistic	_	_	_	_	_	_
8-6	PKP137	8	la	la	linguistic	_	_	_	_	_	_
8-7	PKP137	8	se	se	linguistic	_	_	_	_	_	_
8-8	PKP137	8	non	non	linguistic	_	_	_	_	_	_
8-9	PKP137	8	ti	ti	linguistic	_	_	_	_	_	_
8-10	PKP137	8	va	va	linguistic	_	_	_	_	_	_
8-11	PKP137	8	lo	lo	linguistic	_	_	_	_	_	_
8-12	PKP137	8	mettiamo	mettiamo	linguistic	_	_	_	_	_	_
8-13	PKP137	8	là	là	linguistic	_	End=18.023	_	_	_	_
9-0	PKP137	9	mh	mh	linguistic	_	Begin=19.27|End=19.965	_	_	_	_
10-0	PKP137	10	°non	non	linguistic	Volume=Low	Begin=21.0	_	_	_	_
10-1	PKP137	10	so	so	linguistic	Volume=Low	_	_	_	_	_
10-2	PKP137	10	com'	com'	linguistic	SpaceAfter=No|Volume=Low	_	_	_	_	_
10-3	PKP137	10	è	è	linguistic	Volume=Low	_	_	_	_	_
10-4	PKP137	10	venuto	venuto	linguistic	Volume=Low	_	_	_	_	_
10-5	PKP137	10	eh,°	eh	linguistic	Intonation=weakly_rising|Volume=Low	End=22.611	_	_	_	_
11-0	PKP136	11	in	in	linguistic	_	Begin=22.89	_	_	_	_
11-1	PKP136	11	che	che	linguistic	_	_	_	_	_	_
11-2	PKP136	11	senso?	senso	linguistic	Intonation=Rising	End=23.902	_	_	_	_
12-0	PKP137	12	assaggia	assaggia	linguistic	_	Begin=24.22	_	_	_	_
12-1	PKP137	12	((mangiando))	((mangiando))	nonverbalbehavior	_	End=25.435	_	_	_	_
13-0	PKP138	13	beh	beh	linguistic	_	Begin=27.42	_	_	_	_
13-1	PKP138	13	assaggiamo	assaggiamo	linguistic	_	_	_	_	_	_
13-2	PKP138	13	pasta	pasta	linguistic	_	_	_	_	_	_
13-3	PKP138	13	e	e	linguistic	_	_	_	_	_	_
13-4	PKP138	13	rape	rape	linguistic	_	_	_	_	_	_
13-5	PKP138	13	con:	con	linguistic	_	End=30.01	2x1	_	_	_
14-0	PKP138	14	il	il	linguistic	_	Begin=31.08	_	_	_	_
14-1	PKP138	14	crusco	crusco	linguistic	_	_	_	_	_	_
14-2	PKP138	14	non	non	linguistic	_	_	_	_	_	_
14-3	PKP138	14	c'	c'	linguistic	SpaceAfter=No	_	_	_	_	_
14-4	PKP138	14	è:	è	linguistic	_	_	0x1	_	_	_
14-5	PKP138	14	[il	il	linguistic	_	_	_	_	_	0-2(3)
14-6	PKP138	14	peperone	peperone	linguistic	_	_	_	_	_	0-8(3)
14-7	PKP138	14	crusco]?	crusco	linguistic	Intonation=Rising	End=33.293	_	_	_	0-6(3)
15-0	PKP137	15	[forse	forse	linguistic	_	Begin=32.11	_	_	_	0-5(3)
15-1	PKP137	15	c'	c'	linguistic	SpaceAfter=No	_	_	_	_	0-2(3)
